id,title,impl,dry,unit,integration,oracle,mock_fidelity,confidence,risk
[UNNUMBERED-060],Story 4 Baseline Selection Reasoning Visibility,src/services/architect.py::_generate_reasoning_from_plan,DUPLICATED,tests/unit/test_architect_node_service.py::TestArchitectNodeServiceOrchestration.test_maps_plan_to_state,tests/integration/l5_full_pipeline/test_full_graph.py::TestFullGraphExecution.test_happy_path_full_workflow,ABSENT,DRIFTED,MEDIUM,"reasoning is persisted, but tests do not strongly validate repository-structure educational quality or citation specificity."
[UNNUMBERED-061],Maria Story 5 (2D Advection-Diffusion Onramp),src/services/architect.py::ArchitectService._select_baseline,DRY,tests/unit/test_architect_create_plan.py::test_create_plan_selects_baseline_case,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_routing,tests/e2e/test_demo_smoke.py::test_demo_amrex_baseline_override,NO_UNIT_TEST,MEDIUM,"The 2D-onramp intent is supported indirectly via baseline selection tests, but no explicit Maria story contract exists."
[UNNUMBERED-062],Required Behavior (Disambiguation + Safe Baseline + Tutorial Path),src/services/architect.py::ArchitectService.execute_planning,DRY,tests/unit/test_architect_solver_selection.py::test_level0_solver_selection,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_benchmark_alignment_contract,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_routing,NO_UNIT_TEST,MEDIUM,Citation-style evidence is mostly implicit in routing traces rather than explicit user-facing citations.
[UNNUMBERED-063],L0-Cited Solver Selection With Alternatives,src/services/architect.py::ArchitectService.create_plan_rag,DRY,tests/unit/test_architect_solver_selection.py::test_level0_solver_selection,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_distribution_is_balanced,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_routing,NO_UNIT_TEST,MEDIUM,"L0 routing is captured, but explicit “alternatives shown” behavior is not strongly asserted in end-to-end outputs."
[UNNUMBERED-064],Novice Baseline Defaults (FlameSheet/Tutorial),src/services/architect.py::ArchitectService._select_baseline,DRY,tests/unit/test_architect_baseline_selection.py::test_selects_advection_tutorial_case_for_advection_query,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_routing,tests/e2e/test_demo_smoke.py::test_demo_amrex_baseline_override,NO_UNIT_TEST,MEDIUM,FlameSheet/tutorial preference is scenario-dependent and not enforced by a single explicit acceptance test.
[UNNUMBERED-065],Reviewer Detects Grid/AMR Inconsistencies Pre-Run,src/services/validators/build_validator.py::BuildDependencyValidator._check_dime,DRY,tests/unit/test_build_validator.py::test_build_validator_flags_and_dim,tests/integration/l5_full_pipeline/test_schema_validation.py::test_validation_blocks_invalid_inputs,ABSENT,NO_UNIT_TEST,HIGH,"Detection is present, but full AMR inconsistency taxonomy depends on schema completeness."
[UNNUMBERED-066],David Story 2 (Recompilation Awareness),src/services/validators/build_validator.py::BuildDependencyValidator.validate,DRY,tests/unit/test_build_validator.py::test_build_validator_flags_and_dim,ABSENT,ABSENT,NO_UNIT_TEST,MEDIUM,"Build-flag dependency checks exist, but explicit user-facing “recompile required” guidance path is limited."
[UNNUMBERED-067],David Story 3 (Load-Modify-Write Pattern),src/services/input_writer.py::InputWriterService.apply_plan,DRY,tests/unit/test_input_writer_apply_plan.py::test_apply_plan_writes_modified_inputs,tests/integration/test_input_writer_pipeline.py::test_input_writer_pipeline_smoke,ABSENT,NO_UNIT_TEST,HIGH,"Pattern is implemented, but integrity guarantees still depend on downstream validator coverage."
[UNNUMBERED-068],David Story 4 (Hierarchical vs Simple Retrieval),src/services/architect.py::ArchitectService.execute_planning,DRY,tests/unit/test_architect_solver_selection.py::test_level0_confidence_threshold,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,ABSENT,NO_UNIT_TEST,HIGH,Comparative behavior is exercised in integration tests but still environment-dependent for index availability.
[UNNUMBERED-069],David Story 5 (Specific Mechanism File),src/services/architect.py::ArchitectService._extract_mechanism_from_makefile,DRY,tests/unit/test_resource_validator.py::test_chemistry_file_exists_in_search_path,ABSENT,ABSENT,NO_UNIT_TEST,MEDIUM,"Mechanism support exists, but dodecane-specific acceptance coverage is not explicit."
[UNNUMBERED-070],Required Behavior (Remap + Build Validation + Mechanism Evidence),src/services/architect.py::ArchitectService.create_plan_rag,DRY,tests/unit/test_architect_modification_planning.py::test_routes_to_chemistry_mechanisms_index,tests/integration/test_oracle_benchmarks.py::test_benchmark_context_solver_metadata_persists_to_jsonl,ABSENT,NO_UNIT_TEST,MEDIUM,End-to-end evidence chaining for remap+build+mechanism is fragmented across separate tests.
[UNNUMBERED-071],Generic-to-Solver Parameter Mapping,src/services/config_model_factory.py::ConfigModelFactory.apply_modifications,DRY,tests/unit/test_config_model_modification.py::test_alias_resolution,tests/integration/test_config_model_factory_integration.py::test_factory_alias_roundtrip,ABSENT,NO_UNIT_TEST,HIGH,"Alias mapping is well-covered, but cross-solver semantic equivalence is still heuristic."
[UNNUMBERED-072],Build/Runtime Mismatch Detection Pre-Run,src/services/validators/build_validator.py::BuildDependencyValidator._check_buil,DRY,tests/unit/test_resource_validator.py::test_chemistry_file_not_found,tests/integration/l5_full_pipeline/test_schema_validation.py::test_reviewer_blocks_invalid_plan,ABSENT,NO_UNIT_TEST,MEDIUM,NUM_SPECIES-specific checks are implied by build flags but not explicitly named in tests.
[UNNUMBERED-073],Mechanism Provenance and Path Validation,src/services/architect.py::ArchitectService._extract_mechanism_from_makefile,DRY,tests/unit/test_resource_validator.py::test_chemistry_file_exists_in_search_path,ABSENT,ABSENT,NO_UNIT_TEST,MEDIUM,"Path validation is implemented, but provenance reporting is not consistently surfaced as a structured output contract."
[UNNUMBERED-074],Dr. Chen Story 2 (Static Baseline Override),src/services/architect.py::ArchitectService.execute_planning,DRY,tests/unit/test_mcp_tools.py::test_mcp_create_simulation_plan_returns_writer_output,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,tests/e2e/test_demo_smoke.py::test_demo_amrex_baseline_override,NO_UNIT_TEST,HIGH,"Override path validation is strict, so missing local repos can block this flow in some environments."
[UNNUMBERED-075],Dr. Chen Story 3 (Terminal Gate Approval),src/utils/gate.py::run_preconfirm_gate,DRY,tests/unit/test_interactive_service.py::test_preconfirm_gate_writes_gate_approval_record,tests/integration/l5_full_pipeline/test_full_graph.py::test_full_graph_happy_path,ABSENT,ALIGNED,HIGH,Gate semantics are implemented as preconfirm checkpoints; explicit naming as “terminal gate” is not standardized.
[UNNUMBERED-076],Dr. Chen Story 4 (Perlmutter Pre-flight Resource Validation),src/services/validation.py::ValidationService.estimate_requirements,DRY,tests/unit/test_resource_validator.py::test_memory_estimation_warning,tests/integration/l5_full_pipeline/test_schema_validation.py::test_validation_blocks_invalid_inputs,ABSENT,NO_UNIT_TEST,MEDIUM,Resource heuristics are coarse and may under/over-estimate true Perlmutter memory risk.
[UNNUMBERED-077],Dr. Chen Story 5 (Tier-2 UQ Sweep Suggestions),src/services/sweep_detector.py::detect_sweep_request,DRY,tests/unit/test_sweep_orchestrator.py::test_parameter_scan_detected,tests/integration/test_sweep_orchestration.py::test_sweep_orchestration_end_to_end,ABSENT,ALIGNED,MEDIUM,"Core sweep mechanics exist, but proactive “suggestion” behavior for Tier-2 sensitivity is not fully productized."
[UNNUMBERED-078],Required Behavior (Overrides + Sweep + Resource Validation),src/services/architect.py::ArchitectService._execute_planning_with_override,DRY,tests/unit/test_sweep_orchestrator.py::test_sweep_spec_written_to_state,tests/integration/test_sweep_orchestration.py::test_sweep_orchestration_end_to_end,tests/e2e/test_demo_smoke.py::test_demo_amrex_baseline_override,ALIGNED,MEDIUM,Minimal-overhead claim is not directly benchmarked in performance tests.
[UNNUMBERED-079],Static Override Bypasses Retrieval Safely,src/services/architect.py::ArchitectService.execute_planning,DRY,tests/unit/test_architect_node_history.py::test_history_includes_level0_and_level2_override_trace,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,tests/e2e/test_demo_smoke.py::test_demo_amrex_baseline_override,NO_UNIT_TEST,HIGH,"Validation still depends on local baseline path existence, which can fail in sparse environments."
[UNNUMBERED-080],Sweep Fan-out/Fan-in Aggregation,src/services/sweep_orchestrator.py::orchestrate_sweep,DRY,tests/unit/test_result_aggregator.py::test_successful_children_aggregated,tests/integration/test_sweep_orchestration.py::test_sweep_orchestration_end_to_end,ABSENT,ALIGNED,HIGH,No full pipeline E2E test currently validates sweep orchestration through all workflow nodes.
[UNNUMBERED-081],OOM Prevention via Resource Estimates,src/services/validators/resource_validator.py::ResourceValidator._check_memory_e,DRY,tests/unit/test_resource_validator.py::test_memory_estimation_warning,tests/integration/l5_full_pipeline/test_schema_validation.py::test_validation_blocks_invalid_inputs,ABSENT,NO_UNIT_TEST,MEDIUM,Heuristic memory checks warn on extremes but do not model full-node/per-job memory realistically.
[UNNUMBERED-082],Jamie Story 2 (Token Usage Per User),src/utils/metrics.py::MetricsCollector.record_llm_usage,DUPLICATED,tests/unit/test_metrics_collector.py::test_metrics_collector_aggregates_llm_tokens,ABSENT,ABSENT,NO_UNIT_TEST,LOW,"Token aggregation exists, but per-user attribution is not explicitly implemented as a first-class metric."
[UNNUMBERED-083],Jamie Story 3 (Expose validate_config Tool),src/mcp_tools.py::mcp_validate_config,DRY,tests/unit/test_mcp_tools.py::test_mcp_validate_config_returns_validation,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_tools_roundtrip,ABSENT,NO_UNIT_TEST,HIGH,"Tool is exposed and tested, but cross-facility auth/policy constraints are outside this code path."
[UNNUMBERED-084],Jamie Story 4 (PII Redaction in Shared Metrics),src/utils/privacy.py::sanitize_payload,DRY,tests/unit/test_privacy_persistence.py::test_metrics_jsonl_scrubbed_shared,tests/integration/test_privacy_scrubber_selection.py::test_scrubadub_selection_fallback,ABSENT,NO_UNIT_TEST,HIGH,"Redaction is strong for known patterns, but unknown PII formats may bypass heuristics."
[UNNUMBERED-085],Jamie Story 5 (Reproducibility Oracle by Seed),NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,NONE,No seed-locked reproducibility oracle workflow or contract test is present.
[UNNUMBERED-086],Shared Indices + Metrics + Privacy,mcp_server.py::handle_tool_call,DRY,tests/unit/test_mcp_tools.py::test_list_sweeps_returns_all_in_session,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_initialize_roundtrip,ABSENT,ALIGNED,MEDIUM,end-to-end proof combining all three concerns in one pipeline is limited.
[UNNUMBERED-087],MCP validate_config + Search,src/mcp_tools.py::mcp_validate_config,DRY,tests/unit/test_mcp_tools.py::test_mcp_validate_config_returns_validation,tests/integration/l1_mcp/test_mcp_stdio.py::test_mcp_stdio_list_tools_and_validate_inputs,tests/e2e/test_demo_smoke.py::test_demo_prompt_file_pelelmex_jicf_short,ALIGNED,HIGH,remaining risk is behavior under malformed external MCP clients.
[UNNUMBERED-088],Per-user Token Aggregation Without PII,src/utils/metrics.py::MetricsCollector.record_llm_usage,DRY,tests/unit/test_benchmark_privacy.py::test_benchmark_jsonl_scrubs_prompt,tests/integration/test_privacy_scrubber_selection.py::test_privacy_scrubber_selection,ABSENT,ALIGNED,MEDIUM,user-level aggregation semantics are present but not deeply asserted across all metric sinks.
[UNNUMBERED-089],Deterministic Benchmarking,scripts/eval_level0_ab.py::DeterministicEmbedder._embed,DRY,tests/unit/test_benchmark_runner.py::test_run_model_benchmark_writes_manifest_and_metrics,tests/integration/test_oracle_benchmarks.py::test_squall_line_no_level0_regression,ABSENT,NO_UNIT_TEST,MEDIUM,deterministic behavior is partially implemented but not fully demonstrated across hardware classes.
[UNNUMBERED-090],Dev Team Story 2,scripts/aggregate_metrics.py::main,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,table generation script named in PRD is missing in this repository state.
[UNNUMBERED-091],Dev Team Story 3,src/nodes/reviewer_node.py::reviewer_node,DRY,tests/unit/test_benchmark_runner.py::test_jsonl_reviewer_retry_count_present,tests/integration/l5_full_pipeline/test_error_recovery.py::test_reviewer_rejection_triggers_retry,ABSENT,ALIGNED,MEDIUM,"retry/convergence proxies exist, but explicit convergence-rate output is not fully formalized."
[UNNUMBERED-092],Dev Team Story 4,database/indexing/level0_builder.py::Level0Builder.build,NOT_FOUND,tests/unit/test_level0_index.py::test_level0_builder_outputs_indices,tests/integration/test_config_model_factory_integration.py::test_config_model_factory_integration,ABSENT,NO_UNIT_TEST,LOW,LOC-savings measurement/reporting is not implemented as an automated metric.
[UNNUMBERED-093],Dev Team Story 5,src/services/knowledge.py::_record_retrieval_metrics,DRY,tests/unit/test_architect_context_retrieval.py::test_level1_multi_index_search,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,ABSENT,ALIGNED,MEDIUM,index-level success tracking is partial and not fully surfaced in final report artifacts.
[UNNUMBERED-094],Camera-ready Benchmark Pipeline,scripts/run_benchmark.py::main,DUPLICATED,tests/unit/test_benchmark_runner.py::test_run_model_benchmark_writes_manifest_and_metrics,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_benchmark_alignment_contract,ABSENT,ALIGNED,LOW,missing table-generation implementation blocks complete camera-ready automation.
[UNNUMBERED-095],Unattended Benchmark Suite,scripts/run_benchmark.py::main,DRY,tests/unit/test_benchmark_runner.py::test_run_model_benchmark_writes_manifest_and_metrics,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_benchmark_alignment_contract,ABSENT,ALIGNED,MEDIUM,target-model breadth depends on local credentials/configuration not enforced by tests.
[UNNUMBERED-096],Tables 1-5 from metrics.jsonl,scripts/generate_paper_tables.py::NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,HIGH,this acceptance criterion is currently unmet because the referenced generator is missing.
[UNNUMBERED-097],Reproducible Ablation + Convergence,src/benchmark_runner.py::_normalize_benchmark_record,DRY,tests/unit/test_benchmark_runner.py::test_jsonl_iteration_count_present,tests/integration/l5_full_pipeline/test_error_recovery.py::test_analysis_failure_triggers_retry,ABSENT,ALIGNED,MEDIUM,reproducibility artifacts exist but full ablation outputs are not comprehensively validated.
[UNNUMBERED-098],Stable Queryable Index Hierarchy,database/indexing/level0_searcher.py::Level0Searcher.search,DRY,tests/unit/test_level1_builder.py::test_level1_content_indexed,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_routing,ABSENT,NO_UNIT_TEST,MEDIUM,"query hierarchy exists, but deterministic snapshot guarantees are only partially enforced."
[UNNUMBERED-099],L0/L1/L2 Load + Top-k,database/indexing/level0_searcher.py::Level0Searcher.search,DRY,tests/unit/test_level2_searcher.py::test_combine_scores_keeps_best_per_index,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_routing,tests/e2e/test_demo_smoke.py::test_demo_inline_prompt_pelec,ALIGNED,MEDIUM,integration coverage depends on local index availability and uses skips/xfails in some paths.
[UNNUMBERED-100],Index Manifests Versioned,src/services/faiss_artifacts.py::_load_manifest_from_url,DRY,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,manifest support exists but version/timestamp enforcement is weakly tested.
[UNNUMBERED-101],Chemistry Index Resolution,src/services/architect.py::ArchitectService._extract_mechanism_from_makefile,DRY,tests/unit/test_architect_context_retrieval.py::test_level1_multi_index_search,tests/integration/test_oracle_benchmarks.py::test_squall_line_schema_valid,ABSENT,ALIGNED,LOW,explicit chemistry-index-to-input-reference linkage is not strongly asserted by dedicated tests.
[UNNUMBERED-102],Deterministic Strategy Selection,src/config.py::AMReXAgentConfig,DRY,tests/unit/test_architect_node_history.py::test_indexing_calls_are_cumulative,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,tests/e2e/test_demo_smoke.py::test_demo_amrex_baseline_override,ALIGNED,MEDIUM,"deterministic selection exists, but rationale completeness and fallback clarity are only partially asserted."
[UNNUMBERED-103],Strategy Logged with Alternatives,src/utils/metrics.py::MetricsCollector.record_event,DUPLICATED,tests/unit/test_architect_node_history.py::test_indexing_calls_are_cumulative,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,ABSENT,ALIGNED,MEDIUM,alternatives/rationale richness is not consistently validated.
[UNNUMBERED-104],Static Strategy Explicit Override,src/config.py::AMReXAgentConfig,DRY,tests/unit/test_config_extended.py::test_override_static_configuration,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,tests/e2e/test_demo_smoke.py::test_demo_amrex_baseline_override,ALIGNED,MEDIUM,"explicit override behavior is covered, but not all call surfaces are tested uniformly."
[UNNUMBERED-105],Simple Strategy for Known Prompts,src/config.py::AMReXAgentConfig,DRY,tests/unit/test_architect_solver_selection.py::test_select_solver_prefers_expected_solver,tests/integration/test_jicf_indexing_strategies.py::test_jicf_prompt_across_indexing_strategies,tests/e2e/test_demo_smoke.py::test_demo_prompt_file_erf,ALIGNED,MEDIUM,tagged/known prompt detection heuristics may vary by dataset quality.
[UNNUMBERED-106],Reuse Measurability + Cost,database/indexing/level0_builder.py::Level0Builder.build,NOT_FOUND,tests/unit/test_level2_extensions.py::test_level2_solver_agnostic_indexing,tests/integration/test_config_model_factory_integration.py::test_config_model_factory_integration,ABSENT,NO_UNIT_TEST,LOW,"reuse mechanisms exist, but measurable per-code cost accounting is not implemented."
[UNNUMBERED-107],L0 Reuse Across Solvers,database/indexing/level0_builder.py::Level0Builder.build,DRY,tests/unit/test_level0_index.py::test_level0_builder_outputs_indices,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_routing,tests/e2e/test_demo_smoke.py::test_demo_inline_prompt_remora,ALIGNED,MEDIUM,true all-solver reuse still depends on local availability of each solver's assets.
[UNNUMBERED-108],Onboarding LOC Metric,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,HIGH,no automated LOC-onboarding measurement/reporting implementation was found.
[UNNUMBERED-109],Generalization in Camera-ready Tables,scripts/compare_models.py::main,NOT_FOUND,ABSENT,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_benchmark_alignment_contract,ABSENT,NO_UNIT_TEST,LOW,missing table-generation implementation prevents complete compliance.
[UNNUMBERED-110],Tiered Validation + Retry Guidance,src/services/validation.py::ValidationService.validate_full_setup,DRY,tests/unit/test_retry_guidance.py::test_analysis_retry_guidance_from_issues,tests/integration/l5_full_pipeline/test_error_recovery.py::test_reviewer_rejection_triggers_retry,tests/integration/test_oracle_benchmarks.py::test_oracle_gate_distribution_is_balanced,ALIGNED,HIGH,severity normalization across all validator outputs is the main remaining consistency risk.
UNNUMBERED-111,Tier 1 Blocking + Retrieval Retry,src/services/reviewer.py::ReviewerOrchestrator.validate_plan,DUPLICATED,tests/unit/test_reviewer_orchestrator.py::TestReviewerOrchestrator::test_fail_on_critical_error,tests/integration/l5_full_pipeline/test_full_graph.py::TestFullGraphExecution::test_graph_handles_recursion_limit,ABSENT,ALIGNED,MEDIUM,"Critical blocking exists, but explicit Tier-1 classification and targeted retrieval retry are not encoded as first-class policy."
UNNUMBERED-112,Tier 2 Warning + UQ Recommendation,database/scripts/build_schema.py::SchemaBuilder._get_param_priority,DUPLICATED,tests/unit/test_critical_parameter_coverage.py::TestCriticalParameterCoverage.test_tier2_stability_parameters_present,ABSENT,ABSENT,NO_UNIT_TEST,LOW,"Tier metadata exists, but there is no explicit runtime Tier-2 warning channel coupled to UQ recommendation output."
UNNUMBERED-113,Tier 3/4 Non-Blocking Logging,database/scripts/build_schema.py::SchemaBuilder._get_param_priority,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,LOW,Tier-3/4 runtime behavior is not implemented beyond static priority tagging in schema generation.
UNNUMBERED-114,Source Code Truth Authoritative Schema,src/services/validators/schema_validator.py::SchemaSyntaxValidator.validate,DRY,tests/unit/test_schema_validator.py::test_schema_validator_missing_schema_returns_critical,tests/integration/test_schema_validator_integration.py::test_schema_validator_flags_type_mismatch_and_syntax,tests/e2e/test_demo_smoke.py::test_demo_inline_prompt_pelec,ALIGNED,HIGH,"If schema files are stale, correctness depends on mismatch-policy handling rather than hard fail by default."
UNNUMBERED-115,ParmParse Scraping Coverage,database/scripts/build_schema.py::SchemaBuilder.scan_source_code,DRY,tests/unit/test_schema_scraper.py::TestParmParseExtraction.test_parmparse_extraction_basic,tests/integration/test_input_writer_pipeline.py::TestInputWriterPipelineIntegration.test_schema_resolution_with_real_pelec,tests/e2e/test_demo_smoke.py::test_demo_prompt_file_pelelmex_jicf_short,ALIGNED,MEDIUM,Coverage quality varies by solver-specific `schema_source_patterns` and may miss edge files without explicit pattern entries.
UNNUMBERED-116,Unknown Param Rejection + Suggestions,src/services/validators/schema_validator.py::SchemaSyntaxValidator.validate,DRY,tests/unit/test_config_model_modification.py::TestApplyModifications.test_unknown_parameter_permissive,tests/integration/test_schema_validator_integration.py::test_schema_validator_flags_unknown_parameter,ABSENT,ALIGNED,MEDIUM,"Reviewer rejects unknown parameters, but suggestion quality depends on remap heuristics/LLM remap and is not guaranteed deterministic."
UNNUMBERED-117,Schema Version + Solver + Commit Metadata,database/scripts/build_schema.py::SchemaBuilder.save,DRY,tests/unit/test_db_mismatch_policy.py::TestSchemaStalenessCheck::test_matching_commits_no_staleness,ABSENT,ABSENT,NO_UNIT_TEST,HIGH,Legacy schemas without `repo_commits` reduce staleness guarantees.
UNNUMBERED-118,Input Writer Uses Typed Pydantic Objects,src/services/input_writer.py::InputWriterService.apply_plan,DRY,tests/unit/test_config_model_modification.py::TestApplyModifications.test_type_coercion_string_to_float,tests/integration/test_input_writer_pipeline.py::TestInputWriterPipelineIntegration.test_full_pipeline_load_modify_write_pelec,tests/e2e/test_demo_smoke.py::test_demo_inline_prompt_pelec,ALIGNED,HIGH,`_apply_plan_legacy` still exists and can bypass typed-object guarantees if invoked.
UNNUMBERED-119,Structured Modify + Dependency + Serialization,src/services/config_model_factory.py::ConfigModelFactory.apply_modifications,DRY,tests/unit/test_rule_engine_orchestrator.py::TestRuleEngineEnforce::test_enforce_auto_corrects_fixable,tests/integration/test_input_writer_pipeline.py::TestInputWriterPipelineIntegration.test_rule_engine_auto_correction_pelec,tests/e2e/test_demo_smoke.py::test_demo_prompt_file_erf,ALIGNED,HIGH,Non-auto-correctable dependency violations are not always hard-blocked in InputWriterService itself.
UNNUMBERED-120,Parse to Structured Objects Before Modification,src/services/input_writer.py::InputWriterService.apply_plan,DRY,tests/unit/test_input_writer_apply_plan.py::test_apply_plan_writes_inputs,tests/integration/test_input_writer_pipeline.py::TestInputWriterPipelineIntegration.test_hydration_from_dict_pattern_pelec,tests/e2e/test_demo_smoke.py::test_demo_prompt_file_pelelmex_jicf_short,ALIGNED,HIGH,"If schema loading fails, fallback to empty schema weakens guarantees."
UNNUMBERED-121,Dependency Rules Auto-Fix or Block Invalid Combos,src/services/rule_engine.py::RuleEngine.enforce,DRY,tests/unit/test_rule_engine_orchestrator.py::TestRuleEngineEnforce::test_enforce_preserves_unfixable,tests/integration/test_input_writer_pipeline.py::TestInputWriterPipelineIntegration.test_build_flag_constraints_pelec,ABSENT,ALIGNED,MEDIUM,"Auto-fix path exists, but explicit blocking for unresolved invalid combinations is inconsistent across call sites."
UNNUMBERED-122,Lossless AMReX Serialization,src/services/inputs_file_writer.py::InputsFileWriter.serialize,DRY,tests/unit/test_inputs_file_writer.py::TestInputsFileWriter.test_full_round_trip_no_changes,tests/integration/test_input_writer_pipeline.py::TestInputWriterPipelineIntegration.test_ghostwriter_format_preservation_pelec,tests/e2e/test_demo_smoke.py::test_demo_amrex_baseline_override,ALIGNED,MEDIUM,`modified_keys`-scoped writes can intentionally omit untouched fields from re-emission semantics.
UNNUMBERED-123,Explicit Contracts + Deterministic Transitions + Valid Outputs,tests/contracts/architect_node_contract.json::(contract definition),DRY,tests/unit/test_router_logic.py::TestRouteAfterReviewer::test_route_after_reviewer_retry_with_attempts_remaining,tests/integration/test_contract_state_pollution.py::TestWorkflowHistoryCanonicalFormat::test_canonical_workflow_entry_format,tests/e2e/test_readme_command_runner.py::test_readme_command_runner_execute_amrex_agent_only,ALIGNED,MEDIUM,"Contracts are strong in tests/docs, but runtime enforcement is not uniformly strict for all nodes."
UNNUMBERED-124,Nodes Read/Write Declared State Fields Only,src/models/graph_state_canonical.py::GraphState,DUPLICATED,tests/quality/test_contract_schema_alignment.py::test_contracts_reference_graphstate_fields,tests/integration/test_contract_state_pollution.py::TestDownstreamNodeDataAccess::test_reviewer_reads_from_architect_details,ABSENT,ALIGNED,MEDIUM,"Some nodes still write pragmatic convenience copies at top-level, which weakens strict no-pollution intent."
UNNUMBERED-125,Failure Routing Back to Architect + Retry Guidance,src/nodes/reviewer_node.py::reviewer_node,DRY,tests/unit/test_retry_guidance.py::test_retry_guidance_switch_inputs_on_persistent_unknowns,tests/integration/l5_full_pipeline/test_full_graph.py::TestFullGraphExecution::test_graph_handles_recursion_limit,ABSENT,ALIGNED,HIGH,Router uses status/mode heuristics; misclassified failures can still route to terminal instead of retry.
UNNUMBERED-126,Node Outputs Persisted in workflow_history,src/nodes/architect_node.py::architect_node,DRY,tests/unit/test_input_writer_node.py::test_success_path_maps_outputs,tests/integration/l5_full_pipeline/test_full_graph.py::TestFullGraphExecution::test_happy_path_full_workflow,tests/e2e/test_demo_smoke.py::test_demo_inline_prompt_pelec,ALIGNED,HIGH,"Some legacy helpers still support string-history compatibility, which can blur canonical-only expectations."
UNNUMBERED-127,Per-Node LLM and Numerical Error Sources,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,HIGH,"Error provenance is not standardized at node level, limiting audit and postmortem quality."
UNNUMBERED-128,error_estimates Append Contract,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,HIGH,No `error_estimates` field plumbing means downstream aggregation requirements cannot be satisfied.
UNNUMBERED-129,Analysis Numerical Error Bounds,src/services/analysis.py::AnalysisService.analyze_simulation (issues/warnings ex,NOT_FOUND,tests/unit/test_analysis_service.py::TestAnalyzeSimulation::test_analyze_simulation_unstable_with_runtime_warnings,tests/integration/l3_postprocessing/test_analysis_parsing.py::TestAnalysisNodeParsingIntegration::test_cfl_violation_detection,ABSENT,ALIGNED,MEDIUM,"CFL/instability issues are detected, but formal numerical error bounds are not emitted as structured outputs."
UNNUMBERED-130,Summary Aggregation of Top Error Sources by Node,NOT FOUND,NOT_FOUND,ABSENT,ABSENT,ABSENT,NO_UNIT_TEST,HIGH,"Existing metrics aggregation focuses tokens/retrieval/validation, not ranked per-node error-source tables."
UNNUMBERED-132,Canonical State Schema (Metrics/Retries/Artifacts),src/models/graph_state_canonical.py::GraphState,DRY,tests/unit/test_graph_state_init.py::test_all_new_fields_have_defaults,tests/integration/l5_full_pipeline/test_full_graph.py::TestFullGraphExecution::test_state_initialization,tests/e2e/test_demo_smoke.py::test_demo_prompt_file_erf,ALIGNED,HIGH,"`src/models.py` legacy TypedDict still exists, creating dual-schema maintenance risk."
UNNUMBERED-133,Nodes R/W Declared Fields (Canonical Enforcement),src/models/graph_state_canonical.py::GraphState,DRY,tests/quality/test_contract_schema_alignment.py::test_contracts_reference_graphstate_fields,tests/integration/test_contract_state_pollution.py::TestContractSpecCompliance::test_contracts_enforce_workflow_history_reading,ABSENT,ALIGNED,MEDIUM,Contract conformance is mostly test-enforced; runtime guardrails are partial.
UNNUMBERED-134,Metrics Persist to workflow_history.json or metrics.jsonl,src/main.py::main,DRY,tests/unit/test_metrics_collector.py::test_metrics_collector_aggregates_llm_tokens,tests/integration/l5_full_pipeline/test_full_graph.py::TestFullGraphExecution::test_happy_path_full_workflow,tests/e2e/test_demo_smoke.py::test_demo_prompt_file_pelelmex_jicf_short,ALIGNED,HIGH,Persistence to disk depends on CLI flags (`--save-workflow`) and runtime context for path resolution.
